"id","port_number","transport_protocol","service_name","description","registration_date","modification_date","reference","assignment_notes","traffic"
"2439",1567,"tcp","jlicelmd","jlicelmd",,,,,1.97512080559893e-06
"2440",1567,"udp","jlicelmd","jlicelmd",,,,,8.36868732971684e-08
"2441",1568,"tcp","tsspmap","tsspmap",,,,,3.08234891842181e-06
"2442",1568,"udp","tsspmap","tsspmap",,,,,3.06032373903598e-07
"2443",1569,"tcp","ets","ets",,,,,2.09299700305871e-06
"2444",1569,"udp","ets","ets",,,,,9.12918684837642e-09
"2445",1570,"tcp","orbixd","orbixd",,,,,1.56216989441534e-06
"2446",1570,"udp","orbixd","orbixd",,,,,3.11587867911592e-08
"2447",1571,"tcp","rdb-dbs-disp","Oracle Remote Data Base",,,,,1.09523833445889e-06
"2448",1571,"udp","rdb-dbs-disp","Oracle Remote Data Base",,,,,1.58640690765417e-08
"2449",1572,"tcp","chip-lm","Chipcom License Manager",,,,,1.18545789043513e-06
"2450",1572,"udp","chip-lm","Chipcom License Manager",,,,,3.88464627650394e-08
"2451",1573,"tcp","itscomm-ns","itscomm-ns",,,,,2.22852366577331e-06
"2452",1573,"udp","itscomm-ns","itscomm-ns",,,,,4.75758347964948e-09
"2453",1574,"tcp","mvel-lm","mvel-lm",,,,,2.0573583092537e-06
"2454",1574,"udp","mvel-lm","mvel-lm",,,,,3.55085329616651e-08
"2455",1575,"tcp","oraclenames","oraclenames",,,,,8.31716672088318e-06
"2456",1575,"udp","oraclenames","oraclenames",,,,,2.1137335082333e-07
"2457",1576,"tcp","moldflow-lm","Moldflow License Manager",,,,,6.88672074600263e-06
"2458",1576,"udp","moldflow-lm","Moldflow License Manager",,,,,8.28944475339189e-09
"2459",1577,"tcp","hypercube-lm","hypercube-lm",,,,,4.41480186980265e-06
"2460",1577,"udp","hypercube-lm","hypercube-lm",,,,,8.17139951056086e-09
"2461",1578,"tcp","jacobus-lm","Jacobus License Manager",,,,,4.99444731719239e-06
"2462",1578,"udp","jacobus-lm","Jacobus License Manager",,,,,7.01599690492537e-09
"2463",1579,"tcp","ioc-sea-lm","ioc-sea-lm",,,,,2.76024863864926e-06
"2464",1579,"udp","ioc-sea-lm","ioc-sea-lm",,,,,2.7171690014367e-09
"2465",1580,"tcp","tn-tl-r1","tn-tl-r1",,,,,1.55831680600369e-06
"2466",1580,"udp","tn-tl-r2","tn-tl-r2",,,,,5.01135619308867e-09
"2467",1581,"tcp","mil-2045-47001","MIL-2045-47001",,,,,3.44483196822169e-06
"2468",1581,"udp","mil-2045-47001","MIL-2045-47001",,,,,1.67928772077285e-08
"2469",1582,"tcp","msims","MSIMS",,,,,1.69519157486181e-06
"2470",1582,"udp","msims","MSIMS",,,,,1.59646613056626e-07
"2471",1583,"tcp","simbaexpress","simbaexpress",,,,,1.34035821699096e-06
"2472",1583,"udp","simbaexpress","simbaexpress",,,,,3.76737872424559e-09
"2473",1584,"tcp","tn-tl-fd2","tn-tl-fd2",,,,,2.84192162080988e-06
"2474",1584,"udp","tn-tl-fd2","tn-tl-fd2",,,,,8.63654033564442e-09
"2475",1585,"tcp","intv","intv",,,,,1.69718123479733e-06
"2476",1585,"udp","intv","intv",,,,,1.37768539982415e-07
"2477",1586,"tcp","ibm-abtact","ibm-abtact",,,,,4.42375767258423e-06
"2478",1586,"udp","ibm-abtact","ibm-abtact",,,,,3.4568403292973e-07
"2479",1587,"tcp","pra-elmd","pra_elmd
IANA assigned this well-formed service name as a replacement for ""pra_elmd"".",,,,,1.67277517618644e-06
"2480",1587,"udp","pra-elmd","pra_elmd
IANA assigned this well-formed service name as a replacement for ""pra_elmd"".",,,,,6.94510426949139e-09
"2481",1588,"tcp","triquest-lm","triquest-lm",,,,,3.73752973210439e-06
"2482",1588,"udp","triquest-lm","triquest-lm",,,,,4.15279398622645e-08
"2483",1589,"tcp","vqp","VQP",,,,,9.35292678911226e-07
"2484",1589,"udp","vqp","VQP",,,,,3.08325087576265e-07
"2485",1590,"tcp","gemini-lm","gemini-lm",,,,,1.88505474118324e-06
"2486",1590,"udp","gemini-lm","gemini-lm",,,,,2.9850465660136e-08
"2487",1591,"tcp","ncpm-pm","ncpm-pm",,,,,1.68550081355724e-06
"2488",1591,"udp","ncpm-pm","ncpm-pm",,,,,4.41695500848273e-09
"2489",1592,"tcp","commonspace","commonspace",,,,,3.49233404520695e-06
"2490",1592,"udp","commonspace","commonspace",,,,,8.709315800883e-09
"2491",1593,"tcp","mainsoft-lm","mainsoft-lm",,,,,1.97937911173043e-06
"2492",1593,"udp","mainsoft-lm","mainsoft-lm",,,,,1.30770454519331e-06
"2493",1594,"tcp","sixtrak","sixtrak",,2014-09-22,,,3.128573290726e-06
"2494",1594,"udp","sixtrak","sixtrak",,2014-09-22,,,3.40450011646137e-08
"2495",1595,"tcp","radio","radio",,,,,1.15420897339961e-06
"2496",1595,"udp","radio","radio",,,,,7.08099546442984e-09
"2497",1596,"tcp","radio-sm","radio-sm",,,,,1.82003530682446e-06
"2498",1596,"udp","radio-bc","radio-bc",,,,,4.93211361676283e-09
"2499",1597,"tcp","orbplus-iiop","orbplus-iiop",,,,,2.82935463231607e-06
"2500",1597,"udp","orbplus-iiop","orbplus-iiop",,,,,3.76189395914993e-09
"2501",1598,"tcp","picknfs","picknfs",,,,,6.45342651362598e-06
"2502",1598,"udp","picknfs","picknfs",,,,,2.36838705857422e-08
"2503",1599,"tcp","simbaservices","simbaservices",,,,,3.34899920541068e-06
"2504",1599,"udp","simbaservices","simbaservices",,,,,1.6225719751842e-07
"2505",1600,"tcp","issd","issd",,,,,1.79242884684844e-06
"2506",1600,"udp","issd","issd",,,,,1.89519017777148e-07
"2507",1601,"tcp","aas","aas",,,,,2.01513593264044e-06
"2508",1601,"udp","aas","aas",,,,,3.19499846219211e-09
"2509",1602,"tcp","inspect","inspect",,,,,1.85630278392363e-06
"2510",1602,"udp","inspect","inspect",,,,,1.27953839359091e-07
"2511",1603,"tcp","picodbc","pickodbc",,,,,1.27317328276489e-06
"2512",1603,"udp","picodbc","pickodbc",,,,,3.09503820899107e-07
"2513",1604,"tcp","icabrowser","icabrowser",,,,,1.64092710996071e-06
"2514",1604,"udp","icabrowser","icabrowser",,,,,3.40536785541694e-08
"2515",1605,"tcp","slp","Salutation Manager (Salutation Protocol)",,,,,1.65785407739574e-06
"2516",1605,"udp","slp","Salutation Manager (Salutation Protocol)",,,,,1.04314501791457e-08
"2517",1606,"tcp","slm-api","Salutation Manager (SLM-API)",,,,,2.14683349255791e-06
"2518",1606,"udp","slm-api","Salutation Manager (SLM-API)",,,,,7.76880138001503e-09
"2519",1607,"tcp","stt","stt",,,,,6.48322065811617e-06
"2520",1607,"udp","stt","stt",,,,,5.47359091129251e-08
"2521",1608,"tcp","smart-lm","Smart Corp. License Manager",,,,,2.13946368737316e-06
"2522",1608,"udp","smart-lm","Smart Corp. License Manager",,,,,6.15464319821246e-09
"2523",1609,"tcp","isysg-lm","isysg-lm",,,,,1.5077133808737e-06
"2524",1609,"udp","isysg-lm","isysg-lm",,,,,2.27845328341804e-07
"2525",1610,"tcp","taurus-wh","taurus-wh",,,,,1.4359263194205e-06
"2526",1610,"udp","taurus-wh","taurus-wh",,,,,5.00993179140699e-08
"2527",1611,"tcp","ill","Inter Library Loan",,,,,2.27505084622815e-06
"2528",1611,"udp","ill","Inter Library Loan",,,,,7.68562941973803e-09
"2529",1612,"tcp","netbill-trans","NetBill Transaction Server",,,,,2.20884866730041e-06
"2530",1612,"udp","netbill-trans","NetBill Transaction Server",,,,,8.80116515071478e-09
"2531",1613,"tcp","netbill-keyrep","NetBill Key Repository",,,,,1.26533498040625e-06
"2532",1613,"udp","netbill-keyrep","NetBill Key Repository",,,,,6.42126827165506e-09
"2533",1614,"tcp","netbill-cred","NetBill Credential Server",,,,,1.36227001727741e-06
"2534",1614,"udp","netbill-cred","NetBill Credential Server",,,,,6.15706140658543e-07
"2535",1615,"tcp","netbill-auth","NetBill Authorization Server",,,,,1.71956488860644e-06
"2536",1615,"udp","netbill-auth","NetBill Authorization Server",,,,,3.67610240957299e-09
"2537",1616,"tcp","netbill-prod","NetBill Product Server",,,,,6.51324884653788e-06
"2538",1616,"udp","netbill-prod","NetBill Product Server",,,,,3.87793276030098e-07
"2539",1617,"tcp","nimrod-agent","Nimrod Inter-Agent Communication",,,,,2.03641076341616e-06
"2540",1617,"udp","nimrod-agent","Nimrod Inter-Agent Communication",,,,,1.56687459493595e-08
"2541",1618,"tcp","skytelnet","skytelnet",,,,,2.1418398185926e-06
"2542",1618,"udp","skytelnet","skytelnet",,,,,3.96936215722299e-07
"2543",1619,"tcp","xs-openstorage","xs-openstorage",,,,,1.39752363145531e-06
"2544",1619,"udp","xs-openstorage","xs-openstorage",,,,,9.29184697147431e-09
"2545",1620,"tcp","faxportwinport","faxportwinport",,,,,3.04060887368841e-06
"2546",1620,"udp","faxportwinport","faxportwinport",,,,,4.9209967346716e-08
"2547",1621,"tcp","softdataphone","softdataphone",,,,,1.14322650898365e-06
"2548",1621,"udp","softdataphone","softdataphone",,,,,5.17147858905229e-09
"2549",1622,"tcp","ontime","ontime",,,,,2.3277281674621e-06
"2550",1622,"udp","ontime","ontime",,,,,2.39581088405852e-08
"2551",1623,"tcp","jaleosnd","jaleosnd",,,,,3.03459372362042e-06
"2552",1623,"udp","jaleosnd","jaleosnd",,,,,2.81285604959376e-07
"2553",1624,"tcp","udp-sr-port","udp-sr-port",,,,,1.92669393172858e-06
"2554",1624,"udp","udp-sr-port","udp-sr-port",,,,,1.11759327920651e-05
"2555",1625,"tcp","svs-omagent","svs-omagent",,,,,1.42294502650645e-06
"2556",1625,"udp","svs-omagent","svs-omagent",,,,,1.53583246173088e-08
"2557",1626,"tcp","shockwave","Shockwave",,,,,1.60502449253373e-06
"2558",1626,"udp","shockwave","Shockwave",,,,,2.72110657160409e-08
"2559",1627,"tcp","t128-gateway","T.128 Gateway",,,,,1.95778141657349e-06
"2560",1627,"udp","t128-gateway","T.128 Gateway",,,,,4.1298152763354e-08
"2561",1628,"tcp","lontalk-norm","LonTalk normal",,,,,1.62916400793334e-06
"2562",1628,"udp","lontalk-norm","LonTalk normal",,,,,0
"2563",1629,"tcp","lontalk-urgnt","LonTalk urgent",2008-04-10,,,,1.38221671627802e-06
"2564",1629,"udp","lontalk-urgnt","LonTalk urgent",2008-04-10,,,,0
"2565",1630,"tcp","oraclenet8cman","Oracle Net8 Cman",,,,,2.16972673834804e-06
"2566",1630,"udp","oraclenet8cman","Oracle Net8 Cman",,,,,5.54912513151501e-08
"2567",1631,"tcp","visitview","Visit view",,,,,2.02708068681334e-06
"2568",1631,"udp","visitview","Visit view",,,,,6.71310689210827e-09
"2569",1632,"tcp","pammratc","PAMMRATC",,,,,2.48442774255621e-06
"2570",1632,"udp","pammratc","PAMMRATC",,,,,1.9201343982592e-08
"2571",1633,"tcp","pammrpc","PAMMRPC",,,,,1.12247837938156e-06
"2572",1633,"udp","pammrpc","PAMMRPC",,,,,6.45663272720469e-09
"2573",1634,"tcp","loaprobe","Log On America Probe",,,,,2.20630201718997e-06
"2574",1634,"udp","loaprobe","Log On America Probe",,,,,4.71319707668856e-06
"2575",1635,"tcp","edb-server1","EDB Server 1",,,,,2.657098216853e-06
"2576",1635,"udp","edb-server1","EDB Server 1",,,,,1.28202454756097e-07
"2577",1636,"tcp","isdc","ISP shared public data control",,,,,2.07352330365109e-06
"2578",1636,"udp","isdc","ISP shared public data control",,,,,2.62408107703998e-07
"2579",1637,"tcp","islc","ISP shared local data control",,,,,2.43203612028029e-06
"2580",1637,"udp","islc","ISP shared local data control",,,,,4.13469426140664e-09
"2581",1638,"tcp","ismc","ISP shared management control",,,,,2.1916401758778e-06
"2582",1638,"udp","ismc","ISP shared management control",,,,,1.05115932392925e-08
"2583",1639,"tcp","cert-initiator","cert-initiator",,,,,6.5115439032144e-06
"2584",1639,"udp","cert-initiator","cert-initiator",,,,,2.07551304544878e-06
"2585",1640,"tcp","cert-responder","cert-responder",,,,,1.73369650867186e-06
"2586",1640,"udp","cert-responder","cert-responder",,,,,4.328625731773e-09
"2587",1641,"tcp","invision","InVision",,,,,1.15993187553632e-06
"2588",1641,"udp","invision","InVision",,,,,2.99918416201699e-08
"2589",1642,"tcp","isis-am","isis-am",,,,,2.45320968755713e-06
"2590",1642,"udp","isis-am","isis-am",,,,,2.81658241537306e-08
"2591",1643,"tcp","isis-ambc","isis-ambc",,,,,2.85919191816754e-06
"2592",1643,"udp","isis-ambc","isis-ambc",,,,,1.06045067972786e-08
"2593",1644,"tcp","saiseh","Satellite-data Acquisition System 4",,,,,7.23687060565373e-06
"2594",1644,"udp","saiseh","Satellite-data Acquisition System 4",,,,,5.01874834664452e-08
"2595",1645,"tcp","sightline","SightLine",,,,,1.83795329763654e-06
"2596",1645,"udp","sightline","SightLine",,,,,1.26996870642928e-08
"2597",1646,"tcp","sa-msg-port","sa-msg-port",,,,,5.00001353514408e-06
"2598",1646,"udp","sa-msg-port","sa-msg-port",,,,,3.60585648525017e-08
"2599",1647,"tcp","rsap","rsap",,,,,1.02192108903338e-05
"2600",1647,"udp","rsap","rsap",,,,,1.10455883318834e-07
"2601",1648,"tcp","concurrent-lm","concurrent-lm",,,,,4.87865786819657e-06
"2602",1648,"udp","concurrent-lm","concurrent-lm",,,,,2.24171354348547e-08
"2603",1649,"tcp","kermit","kermit",,,,,5.0361651772789e-06
"2604",1649,"udp","kermit","kermit",,,,,2.79059936400401e-09
"2605",1650,"tcp","nkd","nkdn",,,,,2.5996692880775e-06
"2606",1650,"udp","nkd","nkd",,,,,5.43633543971638e-08
"2607",1651,"tcp","shiva-confsrvr","shiva_confsrvr
IANA assigned this well-formed service name as a replacement for ""shiva_confsrvr"".",,,,,5.16083184137731e-06
"2608",1651,"udp","shiva-confsrvr","shiva_confsrvr
IANA assigned this well-formed service name as a replacement for ""shiva_confsrvr"".",,,,,1.11453701255663e-08
"2609",1652,"tcp","xnmp","xnmp",,,,,1.08140182750056e-06
"2610",1652,"udp","xnmp","xnmp",,,,,3.38495388717502e-07
"2611",1653,"tcp","alphatech-lm","alphatech-lm",,,,,1.60563166421617e-06
"2612",1653,"udp","alphatech-lm","alphatech-lm",,,,,2.23474707319073e-08
"2613",1654,"tcp","stargatealerts","stargatealerts",,,,,1.4420890669731e-06
"2614",1654,"udp","stargatealerts","stargatealerts",,,,,7.08707782333553e-08
"2615",1655,"tcp","dec-mbadmin","dec-mbadmin",,,,,2.59580776786278e-06
"2616",1655,"udp","dec-mbadmin","dec-mbadmin",,,,,1.21565315953687e-08
"2617",1656,"tcp","dec-mbadmin-h","dec-mbadmin-h",,,,,1.75768097712977e-06
"2618",1656,"udp","dec-mbadmin-h","dec-mbadmin-h",,,,,6.43714953178539e-09
"2619",1657,"tcp","fujitsu-mmpdc","fujitsu-mmpdc",,,,,1.88629863678992e-06
"2620",1657,"udp","fujitsu-mmpdc","fujitsu-mmpdc",,,,,2.7622668684806e-07
"2621",1658,"tcp","sixnetudr","sixnetudr",,2014-05-21,,,1.92675745676912e-06
"2622",1658,"udp","sixnetudr","sixnetudr",,2014-05-21,,,3.29532873238333e-08
"2623",1659,"tcp","sg-lm","Silicon Grail License Manager",,,,,1.48881402642009e-06
"2624",1659,"udp","sg-lm","Silicon Grail License Manager",,,,,1.71095200643666e-07
"2625",1660,"tcp","skip-mc-gikreq","skip-mc-gikreq",,,,,3.73512126532953e-06
"2626",1660,"udp","skip-mc-gikreq","skip-mc-gikreq",,,,,7.22793887034884e-07
"2627",1661,"tcp","netview-aix-1","netview-aix-1",,,,,1.13893177418844e-06
"2628",1661,"udp","netview-aix-1","netview-aix-1",,,,,5.3740055868089e-09
"2629",1662,"tcp","netview-aix-2","netview-aix-2",,,,,3.24700263083891e-06
"2630",1662,"udp","netview-aix-2","netview-aix-2",,,,,4.93821971569746e-07
"2631",1663,"tcp","netview-aix-3","netview-aix-3",,,,,1.01484213193688e-05
"2632",1663,"udp","netview-aix-3","netview-aix-3",,,,,1.17107921035402e-08
"2633",1664,"tcp","netview-aix-4","netview-aix-4",,,,,6.20637018156604e-06
"2634",1664,"udp","netview-aix-4","netview-aix-4",,,,,4.98376864327451e-09
"2635",1665,"tcp","netview-aix-5","netview-aix-5",,,,,1.41010470024161e-06
"2636",1665,"udp","netview-aix-5","netview-aix-5",,,,,1.02637964639448e-08
"2637",1666,"tcp","netview-aix-6","netview-aix-6",,,,,1.93939730259033e-06
"2638",1666,"udp","netview-aix-6","netview-aix-6",,,,,6.77488008229015e-08
"2639",1667,"tcp","netview-aix-7","netview-aix-7",,,,,6.84572630187376e-06
"2640",1667,"udp","netview-aix-7","netview-aix-7",,,,,4.37490241400094e-08
"2641",1668,"tcp","netview-aix-8","netview-aix-8",,,,,6.47934577799602e-05
"2642",1668,"udp","netview-aix-8","netview-aix-8",,,,,2.20021761172663e-08
"2643",1669,"tcp","netview-aix-9","netview-aix-9",,,,,2.7527035665679e-06
"2644",1669,"udp","netview-aix-9","netview-aix-9",,,,,2.6675605290676e-09
"2645",1670,"tcp","netview-aix-10","netview-aix-10",,,,,2.57055713728914e-06
"2646",1670,"udp","netview-aix-10","netview-aix-10",,,,,2.72903901545336e-08
"2647",1671,"tcp","netview-aix-11","netview-aix-11",,,,,1.10006951202544e-06
"2648",1671,"udp","netview-aix-11","netview-aix-11",,,,,9.37182630729052e-09
"2649",1672,"tcp","netview-aix-12","netview-aix-12",,,,,3.31903896258644e-06
"2650",1672,"udp","netview-aix-12","netview-aix-12",,,,,4.15952387486248e-07
"2651",1673,"tcp","proshare-mc-1","Intel Proshare Multicast",,,,,2.5579137713948e-06
"2652",1673,"udp","proshare-mc-1","Intel Proshare Multicast",,,,,7.15041458088064e-09
"2653",1674,"tcp","proshare-mc-2","Intel Proshare Multicast",,,,,1.57846715351372e-05
"2654",1674,"udp","proshare-mc-2","Intel Proshare Multicast",,,,,6.806347898749e-09
"2655",1675,"tcp","pdp","Pacific Data Products",,,,,1.15783718644229e-06
"2656",1675,"udp","pdp","Pacific Data Products",,,,,3.97039689499701e-09
"2657",1676,"tcp","netcomm1","netcomm1",,,,,2.37867795141485e-06
"2658",1676,"udp","netcomm2","netcomm2",,,,,5.06661315488716e-09
"2659",1677,"tcp","groupwise","groupwise",,,,,8.89924093686485e-07
"2660",1677,"udp","groupwise","groupwise",,,,,1.77126805006942e-08
"2661",1678,"tcp","prolink","prolink",,,,,1.8386773684915e-06
"2662",1678,"udp","prolink","prolink",,,,,8.3094191218036e-09
"2663",1679,"tcp","darcorp-lm","darcorp-lm",,,,,1.42499788403384e-06
"2664",1679,"udp","darcorp-lm","darcorp-lm",,,,,1.15644962273495e-07
"2665",1680,"tcp","microcom-sbp","microcom-sbp",,,,,5.25331840630621e-06
"2666",1680,"udp","microcom-sbp","microcom-sbp",,,,,1.35860087315204e-08
"2667",1681,"tcp","sd-elmd","sd-elmd",,,,,1.97450692121891e-06
"2668",1681,"udp","sd-elmd","sd-elmd",,,,,5.83538075227296e-09
"2669",1682,"tcp","lanyon-lantern","lanyon-lantern",,,,,4.76319341199828e-06
"2670",1682,"udp","lanyon-lantern","lanyon-lantern",,,,,3.75501753723747e-09
"2671",1683,"tcp","ncpm-hip","ncpm-hip",,,,,2.22406332381704e-06
"2672",1683,"udp","ncpm-hip","ncpm-hip",,,,,3.28144490909314e-09
"2673",1684,"tcp","snaresecure","SnareSecure",,,,,2.9837989047472e-06
"2674",1684,"udp","snaresecure","SnareSecure",,,,,1.43187160449489e-07
"2675",1685,"tcp","n2nremote","n2nremote",,,,,4.02375449082678e-06
"2676",1685,"udp","n2nremote","n2nremote",,,,,4.63364416089237e-09
"2677",1686,"tcp","cvmon","cvmon",,,,,7.49552394140699e-06
"2678",1686,"udp","cvmon","cvmon",,,,,6.67850375469959e-08
"2679",1687,"tcp","nsjtp-ctrl","nsjtp-ctrl",,,,,1.61205686187178e-06
"2680",1687,"udp","nsjtp-ctrl","nsjtp-ctrl",,,,,2.00349169447755e-06
"2681",1688,"tcp","nsjtp-data","nsjtp-data",,,,,2.90597933844689e-06
"2682",1688,"udp","nsjtp-data","nsjtp-data",,,,,6.03378189688365e-08
"2683",1689,"tcp","firefox","firefox",,,,,2.0031715315478e-06
"2684",1689,"udp","firefox","firefox",,,,,2.9198597235268e-09
"2685",1690,"tcp","ng-umds","ng-umds",,,,,2.00446184300238e-06
"2686",1690,"udp","ng-umds","ng-umds",,,,,1.18610419223274e-07
"2687",1691,"tcp","empire-empuma","empire-empuma",,,,,1.28477650798279e-06
"2688",1691,"udp","empire-empuma","empire-empuma",,,,,3.79889565801072e-09
"2689",1692,"tcp","sstsys-lm","sstsys-lm",,,,,2.76526326932898e-06
"2690",1692,"udp","sstsys-lm","sstsys-lm",,,,,3.24522908702075e-08
"2691",1693,"tcp","rrirtr","rrirtr",,,,,9.5755493112872e-07
"2692",1693,"udp","rrirtr","rrirtr",,,,,2.33843369217177e-08
"2693",1694,"tcp","rrimwm","rrimwm",,,,,2.19244455351724e-06
"2694",1694,"udp","rrimwm","rrimwm",,,,,6.51999404339908e-09
"2695",1695,"tcp","rrilwm","rrilwm",,,,,1.38157778207531e-06
"2696",1695,"udp","rrilwm","rrilwm",,,,,1.7352929027637e-07
"2697",1696,"tcp","rrifmm","rrifmm",,,,,1.4742532848825e-06
"2698",1696,"udp","rrifmm","rrifmm",,,,,4.60018460519238e-05
"2699",1697,"tcp","rrisat","rrisat",,,,,1.53469531438815e-06
"2700",1697,"udp","rrisat","rrisat",,,,,1.60738899932565e-07
"2701",1698,"tcp","rsvp-encap-1","RSVP-ENCAPSULATION-1",,,,,1.05151305034691e-06
"2702",1698,"udp","rsvp-encap-1","RSVP-ENCAPSULATION-1",,,,,9.30263640490374e-08
"2703",1699,"tcp","rsvp-encap-2","RSVP-ENCAPSULATION-2",,,,,2.26669738526124e-06
"2704",1699,"udp","rsvp-encap-2","RSVP-ENCAPSULATION-2",,,,,5.47131104997984e-07
"2705",1700,"tcp","mps-raft","mps-raft",,,,,1.96146709685644e-06
"2706",1700,"udp","mps-raft","mps-raft",,,,,3.40942003261551e-08
"2707",1701,"tcp","l2f","l2f",,,,,2.35740410298511e-06
"2708",1701,"udp","l2f","l2f",,,,,1.23124848330988e-05
"2709",1702,"tcp","deskshare","deskshare",,,,,1.18910304894609e-06
